image_name,PSNR,SSIM,LPIPS
artroom1_r,19.029417593111553,0.6590328216552734,0.13434842228889465
artroom2_r,18.62412029960012,0.6636586785316467,0.1420580893754959
bandsaw1_r,17.487964030583193,0.7013850808143616,0.09456021338701248
bandsaw2_r,24.621284943636116,0.8764682412147522,0.15152186155319214
chess1_r,18.40510785006051,0.6151168942451477,0.18476997315883636
chess2_r,19.25331815347362,0.6679278016090393,0.11346432566642761
chess3_r,20.86065485564798,0.7305781841278076,0.11391972005367279
curule1_r,21.981666813358878,0.7181435227394104,0.08893097192049026
curule2_r,21.803530021199435,0.6885823607444763,0.09481445699930191
curule3_r,20.468470183838225,0.6535213589668274,0.10978010296821594
ladder1_r,17.671153967449843,0.572015106678009,0.14229683578014374
ladder2_r,17.86651414080302,0.5862939953804016,0.1393825262784958
octogons1_r,18.546332322020934,0.7035912871360779,0.12693937122821808
octogons2_r,18.571418427546426,0.7482179999351501,0.11062498390674591
pendulum1_r,18.854617462718174,0.6790783405303955,0.1176118403673172
pendulum2_r,18.567253740224466,0.8157829642295837,0.10018812865018845
podium1_r,19.041009547829134,0.8145917057991028,0.10328898578882217
skates1_r,14.801684391962272,0.5108348727226257,0.21471750736236572
skates2_r,13.662900301930613,0.5035565495491028,0.19172675907611847
skiboots1_r,17.101919109909417,0.5034682750701904,0.14433075487613678
skiboots2_r,15.92256563174886,0.5214853882789612,0.1591102033853531
skiboots3_r,15.4947256396899,0.4733566343784332,0.16296535730361938
traproom1_r,15.534199061343998,0.573531448841095,0.15908591449260712
traproom2_r,14.080400678634186,0.511411726474762,0.18936845660209656
