image_name,PSNR,SSIM,LPIPS
artroom1_r,13.475144820458683,0.3733464181423187,0.3864176273345947
artroom2_r,13.682154717255091,0.4254835546016693,0.4014013409614563
bandsaw1_r,12.410794593860437,0.4844087064266205,0.2484055757522583
bandsaw2_r,12.382234446914278,0.6025964021682739,0.3146815299987793
cartest512_r,17.773559844278232,0.489248126745224,0.18361568450927734
chess1_r,12.141808362120809,0.3610030710697174,0.3888404965400696
chess2_r,14.385441489771098,0.4908067286014557,0.3320917785167694
chess3_r,13.377050237745829,0.41271504759788513,0.3148837089538574
curule1_r,14.845187535809252,0.45053818821907043,0.2895413637161255
curule2_r,14.579782630593684,0.43665096163749695,0.3487672507762909
curule3_r,15.808753407502568,0.4730583727359772,0.266259104013443
ladder1_r,14.426468367225027,0.34336569905281067,0.2479569911956787
ladder2_r,13.588951503931153,0.32235774397850037,0.26621952652931213
octogons1_r,13.713297277592854,0.49550914764404297,0.21571862697601318
octogons2_r,15.726123011093343,0.5727202296257019,0.2072642296552658
pendulum1_r,13.189078753676975,0.45796170830726624,0.29979825019836426
pendulum2_r,8.593363641048672,0.3845250904560089,0.569003164768219
podium1_r,12.190185671927798,0.628443717956543,0.3032222092151642
skates1_r,8.341582232223894,0.328409343957901,0.516076922416687
skates2_r,11.485616763787236,0.42222848534584045,0.2973395884037018
skiboots1_r,12.430705725583191,0.3124942481517792,0.3651300072669983
skiboots2_r,10.903119398784845,0.31548115611076355,0.39991259574890137
skiboots3_r,10.195963039704276,0.2626899778842926,0.4362568259239197
traproom1_r,11.525771742760565,0.43797922134399414,0.26443085074424744
traproom2_r,11.887734418399925,0.4157590866088867,0.24472032487392426
