image_name,PSNR,SSIM,LPIPS
artroom1_c,17.426621143299982,0.6740104556083679,0.1652475893497467
artroom2_c,17.908216013755943,0.7010379433631897,0.1859985589981079
bandsaw1_c,15.814948449674615,0.706963062286377,0.14952078461647034
bandsaw2_c,16.207592327950266,0.7861692309379578,0.17743556201457977
chess1_c,15.868247899070344,0.650451123714447,0.19813166558742523
chess2_c,18.26182120535455,0.7092435359954834,0.16032031178474426
chess3_c,16.469681062194546,0.6570042371749878,0.17201991379261017
curule1_c,17.356120793629938,0.654728353023529,0.18491032719612122
curule2_c,17.376787369731378,0.6558597087860107,0.18765434622764587
curule3_c,18.30442551752749,0.6668502688407898,0.14555956423282623
ladder1_c,16.48256704579961,0.6077480912208557,0.15083876252174377
ladder2_c,16.416623674577473,0.6199591755867004,0.15253257751464844
octogons1_c,16.768561066669147,0.6792439818382263,0.11766966432332993
octogons2_c,19.053788522834616,0.7286844849586487,0.10761295258998871
pendulum1_c,15.819768505145646,0.681128740310669,0.1664186716079712
pendulum2_c,19.244130429783112,0.7149686813354492,0.14952723681926727
podium1_c,15.699708124437368,0.794524610042572,0.13380005955696106
skates1_c,10.914931588635831,0.5904867053031921,0.271516352891922
skates2_c,13.397389397058026,0.6381455063819885,0.2085803747177124
skiboots1_c,15.20284287795021,0.5955721735954285,0.19034799933433533
skiboots2_c,13.644916314280575,0.5826495289802551,0.22266441583633423
skiboots3_c,13.188188353005565,0.5618853569030762,0.23777419328689575
traproom1_c,13.895680379495776,0.6823596358299255,0.16106662154197693
traproom2_c,13.686422771561977,0.6628527641296387,0.16418339312076569
